Time,Prey,Predator
3.4000000000000004,0.08498809574140051,3.512152003383308
6.5,0.0,1.0589615286173877
7.6000000000000005,0.032050259850198826,0.7047332672442758
8.200000000000001,0.11084146619626843,0.5989177509689625
9.0,0.4555548368287073,0.4519621978779751
9.1,0.5835511567936518,0.4028746084015908
11.600000000000001,5.648372108379911,0.28507914785257266
12.0,8.403482757037883,0.23651668097543338
13.200000000000001,24.424312550259828,1.0893101684834443
13.5,28.624148014669466,2.1041038511242407
15.5,0.374958139922659,8.58055809292773
15.600000000000001,0.28160246674597034,8.310252503473807
16.5,0.0,5.82974534488408
17.1,0.06689383256339249,4.63086591929065
19.1,0.04340992318357656,2.051189827580625
20.6,0.0,1.1457949834843408
20.700000000000003,0.09402651398138105,1.157562790553856
21.1,0.0,0.9550526519823379
23.8,0.5890268989066625,0.36953667744645025
24.5,1.2264265706365458,0.1748892041282784
24.6,1.443716681264223,0.2867662460271862
25.0,2.281864434259891,0.2769321479062148
26.0,5.816600574993197,0.2188420132873618
26.400000000000002,8.845861028133656,0.32429726881834525
27.5,23.92832986386753,0.9073469524294614
29.3,1.4798343865773107,10.268615848778934
30.400000000000002,0.0,6.999201068753401
34.0,0.01297065264432466,1.6951270964991008
35.6,0.1404136690061601,0.860713588396487
36.300000000000004,0.1462937431653573,0.6876512314400167
36.4,0.0477907021261212,0.6421253571225297
36.6,0.023395012790853237,0.6236088596807582
37.9,0.622521900526575,0.34467494267847654
38.2,0.8455109272888082,0.29291167441614263
39.2,1.8363779425008189,0.29247580630488157
39.7,3.085538932098317,0.24622672378416663
41.6,19.740495622558715,0.632999124942442
41.800000000000004,23.18453249380545,0.915741034627339
42.1,27.784206520116133,1.658075482592364
42.400000000000006,28.50774342704046,3.552770134393087
42.800000000000004,17.82193410616754,7.971788872882238
43.0,10.908144094209648,9.804039678453128
43.300000000000004,4.315307448803733,10.82172081639872
44.2,0.3605171887620183,8.610518221503806
44.5,0.16149608346481614,7.611787673629237
46.400000000000006,0.0,3.637259262281484
47.7,0.0,2.137684953527702
48.300000000000004,0.03906807026704448,1.7012692841071764
48.400000000000006,0.013459259472634214,1.671436984837015
50.0,0.05930027393714704,0.8674594540055817
